species,mtdna.length,cds.count.ncbi,trna.count.ncbi,rrna.count.ncbi,sum
Gasterophilus inermis,14854,13,22,2,37
Gasterophilus nasalis,15191,13,22,2,37
Hippocampus capensis,16529,13,22,2,37
Cypridina dentata,15779,13,22,2,37
Hydnophora exesa,17790,13,2,2,17
Polypedates braueri,19904,12,22,2,36
Hoplistodera incisa,14932,13,22,2,37
Scoparipes salvazai,15173,13,22,2,37
Anaxandra taurina,16694,13,22,2,37
Brachymna tenuis,15744,13,22,2,37
Cantao ocellatus,15952,13,22,2,37
Catacanthus incarnatus,15939,13,22,2,37
Caystrus obscurus,15896,13,22,2,37
Cloresmus pulchellus,18022,13,22,2,37
Molipteryx lunata,16660,13,22,2,37
Eurygaster testudinaria,16401,13,22,2,37
Leptoglossus membranaceus,15738,13,22,2,37
Megymenum gracilicorne,15604,13,22,2,37
Mictis tenebrosa,16433,13,22,2,37
Placosternum urus,16233,13,22,2,37
Plautia fimbriata,15907,13,22,2,37
Pseudomictis brevicornis,15826,13,22,2,37
Scotinophara lurida,15919,13,22,2,37
Eocanthecona thomsoni,14782,13,22,2,37
Cazira horvathi,15939,13,22,2,37
Menida violacea,15379,13,22,2,37
Rhyzopertha dominica,15859,13,22,2,37
Phodopus sungorus,16346,13,22,2,37
Oomorphoides metallicus,16462,13,22,2,37
Epeus alboguttatus,14625,13,22,2,37
Altica fragariae,16220,13,22,2,37
Altica cirsicola,15864,13,22,2,37
Triatoma migrans,17323,13,22,2,37
Gephyrocharax atracaudatus,17049,13,22,2,37
Loxosceles similis,14683,12,22,2,36
Diabolocatantops pinguis,15604,13,22,2,37
Pseudosuccinea columella,13757,13,22,2,37
Eristalinus fuscicornis,15815,13,22,2,37
Eristalinus barclayi,15757,13,22,2,37
Eristalinus vicarians,15966,13,22,2,37
Eristalinus tabanoides,15792,13,22,2,37
Eristalinus aeneus,16245,13,22,2,37
Lutjanus vitta,16498,13,22,2,37
Myotragus balearicus,16637,13,22,2,37
Diorhabda carinata,16232,13,22,2,37
Diorhabda carinulata,16298,13,22,2,37
Hydrotaea spinigera,15576,13,22,2,37
Synthesiomyia nudiseta,15117,13,22,2,37
Fossombronia foveolata,175222,42,27,3,72
Metzgeria furcata,171891,42,28,3,73
Haplomitrium hookeri,174448,43,27,3,73
Riccia fluitans,185621,42,28,3,73
Ptilidium ciliare,179562,42,28,3,73
Porella platyphylla,179081,42,28,3,73
Solenostoma sphaerocarpum,156050,42,27,3,72
Dictyopteris divaricata,32021,38,24,3,65
Paecilomyces penicillatus,27480,17,24,2,43
Orbicella annularis,16138,13,2,2,17
Athyma gutama,15266,13,22,2,37
Orbicella franksi,16137,13,2,2,17
Goniopora columna,18766,13,2,2,17
Archaeocroton sphenodonti,14772,13,22,2,37
Robertsicus elaphensis,14627,13,22,2,37
Daucus carota subsp. sativus,281132,90,25,4,119
Isopora togianensis,18637,13,2,2,17
Isopora palifera,18725,13,2,2,17
Astreopora myriophthalma,18106,13,2,2,17
Turbinaria peltata,18966,13,2,2,17
Odorrana livida,16057,13,22,2,37
Hydatophylax nigrovittatus,15048,13,22,2,37
Phryganopsyche latipennis,15167,13,22,2,37
Mecistocephalus marmoratus,15279,13,22,2,37
Oxya japonica,15427,13,22,2,37
Oreohelix idahoensis,14213,13,22,2,37
Poroderma pantherinum,16686,13,22,2,37
Axianassa australis,15738,13,22,2,37
Laomedia healyi,15834,13,22,2,37
Polycheles baccatus,16880,13,22,2,37
Strahlaxius plectrorhynchus,15816,13,22,2,37
Margaritifera margaritifera,16122,13,22,2,37
Dacus conopsoides,15852,13,23,2,38
Rhodnius pictipes,15908,13,22,2,37
Misgurnus anguillicaudatus x Misgurnus bipartitus,16647,13,22,2,37
Lovettia sealii,16542,13,22,2,37
Leiopotherapon unicolor,16493,13,22,2,37
Bothrocara hollandi,16732,13,22,2,37
Amblypharyngodon mola,16545,13,22,2,37
Neocaridina davidi koreana,15558,13,22,2,37
Amblyomma javanense,14780,13,22,2,37
Uranoscopus cognatus,16578,13,22,2,37
Porcula salvania,16682,13,22,2,37
Glenea cantor,15514,13,22,2,37
Arctictis binturong albifrons,16642,13,22,2,37
Aphis citricidus,16763,13,22,2,37
Sinocyclocheilus qujingensis,16588,13,22,2,37
Papilio memnon,15262,13,22,2,37
Lutjanus fulviflamma,16512,13,22,2,37
Scolopsis ciliata,16733,13,22,2,37
Amblyglyphidodon curacao,16612,13,22,2,37
Chthamalus challengeri,15358,13,22,2,37
Dicrurus hottentottus,16963,13,22,2,37
Tetrao parvirostris parvirostris,16688,13,22,2,37
Tetrao parvirostris kamtschaticus,16684,13,22,2,37
Polypedates megacephalus,19952,12,22,2,36
Ceracris fasciata fasciata,15569,13,22,2,37
Lessonia spicata,37097,38,25,3,66
Astreopora explanata,18106,13,2,2,17
Cylicocyclus auriculatus,13831,12,22,2,36
Hypseleotris klunzingeri,16508,13,22,2,37
Nematalosa erebi,16665,13,22,2,37
Craterocephalus stramineus,16566,13,22,2,37
Glyptelasma annandalei,16107,13,22,2,37
Daption capense,17312,13,22,2,37
Takifugu obscurus x Takifugu rubripes,16443,13,22,2,37
Budorcas taxicolor taxicolor,16584,13,22,2,37
Puccinia triticina,77894,14,23,0,37
Austropuccinia psidii,93299,45,23,2,70
Pseudocercospora fijiensis,74089,28,38,2,68
Physochlaina orientalis,684857,37,24,4,65
Gopherus evgoodei,16845,13,22,2,37
Pachypanchax playfairii,16561,13,22,2,37
Gloiopeltis furcata,25636,24,23,2,49
Ramalina intermedia,30678,15,25,2,42
Fusarium bambusae,63593,15,27,2,44
Haslea nusantara,36288,36,23,2,61
Codonopsis lanceolata,403704,31,20,3,54
Setaria labiatopapillosa,13950,12,22,2,36
Sinocyclocheilus huizeensis,16585,13,22,2,37
Dipsastraea rotumana,16466,13,2,2,17
Percina brevicauda,16608,13,22,2,37
Distichoptilum gracile,19171,14,1,2,17
Funiculina quadrangularis,18906,14,1,2,17
Harpactocrates apennicola,14213,13,22,2,37
Poicephalus senegalus,18022,13,22,2,37
Anthoptilum grandiflorum,18853,14,1,2,17
Pennatula aculeata,18715,14,1,2,17
Pennatula grandis,18973,14,1,2,17
Protoptilum carpenteri,18729,14,1,2,17
Virgularia mirabilis,18770,14,1,2,17
Timarete posteria,15497,13,23,2,38
Octopus mimus,15696,13,22,2,37
Gordionus alpestris,15132,13,22,2,37
Serrognathus platymelus,16790,13,22,2,37
Dentex angolensis,16581,13,22,2,37
Parachtes romandiolae,14220,13,22,2,37
Neoscona scylla,14092,13,22,2,37
Lutjanus carponotatus,16514,13,22,2,37
Sorex daphaenodon,17407,13,23,2,38
Ophioplocus japonicus,16144,13,22,2,37
Chamberlainia hainesiana,16746,13,22,2,37
Microcondylaea bonellii,16020,13,22,2,37
Monodontina vondembuschiana,16028,13,22,2,37
Ochotona dauurica,17293,13,22,2,37
Pilsbryoconcha exilis,16168,13,22,2,37
Anolis punctatus,17132,13,22,2,37
Mytilisepta keenae,15902,12,23,2,37
Crenomytilus grayanus,17582,13,23,2,38
Gregariella coralliophaga,16273,13,23,2,38
Modiolus nipponicus,15638,12,22,2,36
Septifer bilocularis,16253,13,23,2,38
Dicyrtomina saundersi,15045,13,22,2,37
Tracheophilus cymbius,13760,12,22,2,36
Sicyopterus aiensis,16500,13,22,2,37
Sicyopterus cynocephalus,16505,13,22,2,37
Sicyopterus eudentatus,16502,13,22,2,37
Sicyopterus franouxi,16498,13,22,2,37
Sicyopterus lengguru,16500,13,22,2,37
Sicyopterus lividus,16499,13,22,2,37
Sicyopterus longifilis,16503,13,22,2,37
Sicyopterus marquesensis,16501,13,22,2,37
Sicyopterus microcephalus,16496,13,22,2,37
Sicyopterus parvei,16502,13,22,2,37
Eustenogaster scitula,17867,13,22,2,37
Stiphodon tuivi,16508,13,22,2,37
Sicyopterus squamosissimus,16500,13,22,2,37
Sicyopterus stiphodonoides,16497,13,22,2,37
Stiphodon pelewensis,16504,13,22,2,37
Sicyopterus pugnans,16496,13,22,2,37
Sicyopterus punctissimus,16496,13,22,2,37
Sicyopterus sarasini,16501,13,22,2,37
Sicyopterus stimpsoni,16497,13,22,2,37
Pionites leucogaster,18858,13,22,2,37
Lateolabrax japonicus,16593,13,22,2,37
Bombina bombina,17154,13,22,2,37
Psittacula derbiana,16887,13,22,2,37
Gonioctena intermedia,18293,13,22,2,37
Austruca lactea,15659,13,22,2,37
Acheilognathus tonkinensis,16767,13,22,2,37
Schistodesmus lampreyanus,15855,13,22,2,37
Plagiorchis maculosus,14124,12,22,2,36
Nocomis micropogon,16655,13,22,2,37
Ectopistes migratorius,17026,13,22,2,37
Plesiastrea versipora,15320,13,2,2,17
Psolodesmus mandarinus,15176,13,22,2,37
Scoliodon laticaudus,16695,13,22,2,37
Acuticosta chinensis,15652,13,22,2,37
Cuneopsis capitatus,15845,13,22,2,37
Cuneopsis heudei,15892,13,22,2,37
Melamphaus rubrocinctus,16828,13,22,2,37
Physopelta cincticollis,16191,13,22,2,37
Protosalanx chinensis,16879,13,22,2,37
Alvinocaris longirostris,16022,13,22,2,37
Reticulitermes leptomandibularis,15920,13,22,2,37
Etheostoma olmstedi,16639,13,22,2,37
Aiolocaria hexaspilota,17549,13,22,2,37
Emydura victoriae,16447,13,22,2,37
Heterakis dispar,13995,12,22,2,36
Pyrrhopeplus posthumus,16192,13,22,2,37
Melamphaus faber,17250,13,22,2,37
Emydura tanybaraga,16442,13,22,2,37
Dysdercus evanescens,15776,13,22,2,37
Myuchelys latisternum,16485,13,22,2,37
Myuchelys georgesi,16490,13,22,2,37
Hiatula chinensis,16333,12,22,2,36
Gari elongata,16766,12,22,2,36
Malayopython reticulatus,17641,13,22,2,37
Antilochus coquebertii,15970,13,22,2,37
Dysdercus decussatus,16513,13,22,2,37
Physopelta slanbuschii,16502,13,22,2,37
Antilochus russus,15924,13,22,2,37
Dindymus rubiginosus,16213,13,22,2,37
Euscopus rufipes,16355,13,22,2,37
Pyrrhopeplus carduelis,16762,13,22,2,37
Saccharina sp.,37657,38,24,3,65
Sinularia ceramensis,18740,14,1,2,17
Sanguinolaria ovalis,16460,12,22,2,36
Hiatula acuta,16352,13,22,2,37
Labriocimbex sinicus,15405,13,22,2,37
Montifringilla henrici,16924,13,22,2,37
Cobitis nalbanti,16631,13,22,2,37
Cyprinus carpio x Megalobrama amblycephala,16580,13,22,2,37
Epinephelus fuscoguttatus x Epinephelus tukula,16629,13,22,2,37
Hystrichopsylla weida qinlingensis,17173,13,22,2,37
Gyrostigma rhinocerontis,15826,13,22,2,37
Haemaphysalis hystricis,14716,13,22,2,37
Artemia franciscana,15822,13,22,2,37
Vespa velutina,16416,13,22,2,37
Actinia equina,20690,14,2,2,18
Cafileria marina,42797,38,21,2,61
Haematococcus lacustris,124604,7,2,9,18
Porodaedalea pini,144970,115,26,2,143
Fomitiporia mediterranea,115036,81,27,2,110
Phellinus lamaoensis,45604,33,26,2,61
Coniferiporia sulphurascens,58959,45,25,2,72
Schizopora paradoxa,57732,39,26,2,67
Inonotus obliquus,119110,58,30,2,90
Prunus avium,389709,25,16,3,44
Trichoderma reesei,42130,19,23,2,44
Trichoderma gamsii,29303,18,26,2,46
Dolomedes angustivirgatus,14783,13,22,2,37
Exorista japonica,17663,13,22,2,37
Gammarus pisinnus,15907,13,22,2,37
Longpotamon kenliense,18499,13,22,2,37
Daphnia similis,15132,13,22,2,37
Corythucha marmorata,15635,13,22,2,37
Parribacus antarcticus,15806,13,22,2,37
Scyllarides squammosus,15644,13,22,2,37
Aphyosemion kunzi,17154,13,22,2,37
Scriptaphyosemion guignardi,16459,13,22,2,37
Aphyosemion coeleste,16513,13,22,2,37
Scriptaphyosemion bertholdi,16467,13,22,2,37
Fundulopanchax amieti,16492,13,22,2,37
Aplocheilus lineatus,16554,13,22,2,37
Epiplatys togolensis,16558,13,22,2,37
Epiplatys multifasciatus,16523,13,22,2,37
Fundulopanchax scheeli,16455,13,22,2,37
Scriptaphyosemion schmitti,16468,13,22,2,37
Nothobranchius vosseleri,18585,13,22,2,37
Epiplatys guineensis,16632,13,22,2,37
Epiplatys lamottei,16523,13,22,2,37
Aphyosemion cognatum,16539,13,22,2,37
Fundulopanchax gardneri,16722,13,22,2,37
Aphyosemion kouamense,16519,13,22,2,37
Fundulopanchax sjostedti,16541,13,22,2,37
Nothobranchius kuhntae,19801,13,22,2,37
Epiplatys spilargyreius,16522,13,22,2,37
Nimbapanchax petersi,16472,13,22,2,37
Nothobranchius ocellatus,16937,13,22,2,37
Pronothobranchius seymouri,17014,13,22,2,37
Fundulopanchax filamentosus,17554,13,22,2,37
Aphyosemion australe,16597,13,22,2,37
Aphyosemion gabunense,16502,13,22,2,37
Archiaphyosemion guineense,16511,13,22,2,37
Aphyosemion cyanostictum,16518,13,22,2,37
Nimbapanchax leucopterygius,16510,13,22,2,37
Epiplatys grahami,16548,13,22,2,37
Nothobranchius kafuensis,17536,13,22,2,37
Scriptaphyosemion cauveti,16483,13,22,2,37
Nothobranchius thierryi,17206,13,22,2,37
Nothobranchius foerschi,17227,13,23,2,38
Aphyosemion cameronense,16522,13,22,2,37
Gammarus lacustris,15333,13,22,2,37
Sardinella fijiensis,16651,13,22,2,37
Pyxicephalus adspersus,24317,15,29,4,48
Limonia phragmitidis,15924,13,22,2,37
Chaetodontoplus poliourus,16961,13,22,2,37
Miniopterus fuliginosus,16961,13,22,2,37
Psettina iijimae,18080,13,22,2,37
Arnoglossus tenuis,17556,13,22,2,37
Echinococcus granulosus,17675,12,22,2,36
Trichopodus pectoralis,16397,13,22,2,37
Ceratocystis fimbriata,103403,52,31,2,85
Volvariella volvacea,65668,32,26,2,60
Beroe forskalii,13338,13,0,2,15
Pseudoregma bambucicola,16632,13,22,2,37
Geoemyda spengleri,17448,13,22,2,37
Postharmostomum commutatum,13799,12,22,2,36
Lepidurus apus lubbocki,15635,13,22,2,37
Tringa totanus,16818,13,22,2,37
Leuresthes tenuis,16719,13,22,2,37
Decapterus tabl,16545,13,22,2,37
Tringa nebularia,16682,13,22,2,37
Paratrichobius longicrus,16296,13,22,2,37
Neoscona multiplicans,14074,13,22,2,37
Lepidurus arcticus,15223,13,22,2,37
Coquillettidia chrysonotum,15389,13,22,2,37
Limatus flavisetosus,15663,13,22,2,37
Mansonia amazonensis,15357,13,22,2,37
Psorophora saeva,15049,13,22,2,37
Runchomyia reversa,15302,13,22,2,37
Sabethes undosus,15334,13,22,2,37
Trichoprosopon pallidiventer,16037,13,22,2,37
Uranotaenia geometrica,15593,13,22,2,37
Wyeomyia confusa,15426,13,22,2,37
Anindobothrium anacolum,13693,12,22,2,36
Drosophila mercatorum,16024,13,22,2,37
Caracara plancus,17077,13,22,2,37
Caracara cheriway,17077,13,22,2,37
Caracara creightoni,16931,13,22,2,37
Argiope perforata,14032,13,22,2,37
Cyclosa japonica,14687,13,22,2,37
Blepephaeus succinctor,15554,13,22,2,37
Nortia carinicollis,15602,13,22,2,37
Pterolophia sp. ZJY-2019,16063,13,22,2,37
Thermistis croceocincta,15503,13,22,2,37
Paradyschiria parvula,14588,13,22,2,37
Rhinebothrium reydai,13506,12,22,2,36
Hypsauchenia hardwickii,15618,13,22,2,37
Maurya qinlingensis,16011,13,22,2,37
Leptocentrus albolineatus,15508,13,22,2,37
Tricentrus brunneus,16467,13,22,2,37
Limnephilus hyalinus,15168,13,22,2,37
Anthonomus eugenii,17257,13,22,2,37
Anthonomus pomorum,17093,13,22,2,37
Anthonomus rectirostris,17676,13,22,2,37
Anthonomus rubi,17476,13,22,2,37
Luciogobius grandis,16477,13,22,2,37
Luciogobius elongatus,16486,13,22,2,37
Pseudotolithus elongatus,16497,13,22,2,37
Mesonemoura metafiligera,15739,13,22,2,37
Mesonemoura tritaenia,15778,13,22,2,37
Rhagovelia reitteri,15145,13,22,2,37
Limnogonus hypoleucus,15325,13,22,2,37
Limnogonus poissoni,15320,13,22,2,37
Limnogonus intermedius,15333,13,22,2,37
Asterorhombus intermedius,16886,13,22,2,37
Bittacus strigosus,15825,13,22,2,37
Panorpa debilis,17018,13,22,2,37
Polyplectron malacense,16691,13,22,2,37
Antheraea pernyi x Antherea roylei,15573,13,22,2,37
Hemiscyllium ocellatum,16728,13,22,2,37
Amphinemura longispina,15709,13,22,2,37
Amphinemura yao,15876,13,22,2,37
Indonemoura jacobsoni,15642,13,22,2,37
Indonemoura nohirae,15738,13,22,2,37
Protonemura kohnoae,15707,13,22,2,37
Protonemura orbiculata,15758,13,22,2,37
Sphaeronemoura grandicauda,15661,13,22,2,37
Sphaeronemoura hamistyla,15016,13,22,2,37
Dytiscus sharpi,19476,13,22,2,37
Carabus granulatus,16918,13,22,2,37
Pterostichus niger,17162,13,22,2,37
Eurydema dominulus,16752,13,22,2,37
Eurydema liturifera,15585,13,22,2,37
Eurydema oleracea,15892,13,22,2,37
Eurydema qinlingensis,15820,13,22,2,37
Lepus arcticus,17109,13,22,2,37
Thitarodes damxungensis,15362,13,22,2,37
Pristolepis rubripinnis,16622,13,22,2,37
Abscondita terminalis,16402,13,22,2,37
Emeia pseudosauteri,16327,13,22,2,37
Triops granarius,15121,13,22,2,37
Anarrhichthys ocellatus,16506,13,22,2,37
Alicella gigantea,16851,13,22,2,37
Ryssota otaheitana,13888,13,22,2,37
Lamprigera yunnana,16203,13,22,2,37
Diaphanes nubilus,17683,13,22,2,37
Vesta saturnalis,16932,13,22,2,37
Curtos bilineatus,16677,13,22,2,37
Pyrocoelia praetexta,17634,13,22,2,37
Diaphanes mendax,17959,13,22,2,37
Pyrocoelia thibetana,18054,13,22,2,37
Diaphanes pectinealis,17981,13,22,2,37
Halicampus grayi,17059,13,22,2,37
Leptaulax koreanus,18730,13,22,2,37
Dermestes tessellatocollis,16218,13,22,2,37
Dermestes frischii,15873,13,22,2,37
Dermestes coarctatus,15873,13,22,2,37
Equus burchellii quagga,16606,13,22,2,37
Ophiura sarsii,16603,13,22,2,37
Xenopus calcaratus,17523,13,22,2,37
Xenopus mellotropicalis,17700,13,22,2,37
Xenopus epitropicalis,17808,13,22,2,37
Xenopus largeni,17186,13,22,2,37
Xenopus petersii,17729,13,22,2,37
Xenopus poweri,17581,13,22,2,37
Xenopus gilli,16923,13,22,2,37
Xenopus parafraseri,16708,13,22,2,37
Xenopus pygmaeus,17189,13,22,2,37
Xenopus allofraseri,17498,13,22,2,37
Xenopus wittei,17715,13,22,2,37
Xenopus amieti,16976,13,22,2,37
Xenopus boumbaensis,16807,13,22,2,37
Xenopus andrei,17443,13,22,2,37
Xenopus itombwensis,16853,13,22,2,37
Xenopus lenduensis,17152,13,22,2,37
Xenopus vestitus,16779,13,22,2,37
Xenopus ruwenzoriensis,16645,13,22,2,37
Xenopus kobeli,17811,13,22,2,37
Xenopus eysoole,17397,13,22,2,37
Xenopus longipes,17196,13,22,2,37
Xenopus clivii,16794,13,22,2,37
Xenopus muelleri,17478,13,22,2,37
Xenopus fischbergi,17189,13,22,2,37
Idgia oculata,15805,13,22,2,37
Cociella crocodilus,17305,13,22,2,37
Iguana delicatissima,16615,13,22,2,37
Amolops granulosus,17785,13,22,2,37
Actinia tenebrosa,20691,13,2,2,17
Bootherium bombifrons,16426,13,22,2,37
Lucanus fortunei,16591,13,22,2,37
Prismognathus prossi,15984,13,22,2,37
Rhinogobius leavelli,16499,13,22,2,37
Macrovipera schweizeri,17152,13,22,2,37
Xerotyphlops vermicularis,16568,13,22,2,37
Oligosarcus argenteus,16711,13,22,2,37
Deuterodon giton,16643,13,22,2,37
Monachus monachus,16739,13,22,2,37
Archivesica marissinica,17374,13,22,2,37
Steinernema abbasi,13924,12,22,2,36
Spondias mombin,674158,34,28,3,65
Tamarindus indica,607282,37,24,4,65
Libidibia coriaria,601574,39,22,3,64
Haematoxylum brasiletto,631094,42,24,4,70
Prototheca bovis,39222,34,26,3,63
Ilex pubescens,517520,34,17,3,54
Phytophthora sansomeana,39618,42,25,2,69
Diphylla ecaudata,16618,13,22,2,37
Spondias tuberosa,779106,35,37,4,76
Pagurus nigrofascia,15423,13,23,2,38
Phaseolus vulgaris,395516,31,18,3,52
Manihot esculenta,682840,32,17,3,52
Paulinella micropora,37152,28,22,0,50
Garra tibetana,16861,13,22,2,37
Hippocampus hippocampus,16529,13,22,2,37
Cynoglossus senegalensis,16519,13,22,2,37
Aquila nipalensis,18450,13,22,2,37
Rousettus amplexicaudatus,16509,13,22,2,37
Linepithema humile,15929,13,22,2,37
Rucervus duvaucelii branderi,16407,13,22,2,37
Conocephalus maculatus,15905,13,22,2,37
Discocheilus wui,16589,13,22,2,37
Discolabeo wuluoheensis,16587,13,22,2,37
Cyclommatus strigiceps vitalisi,17853,13,22,2,37
Semnoderes armiger,14986,12,22,2,36
Sicyopterus japonicus,16504,13,22,2,37
Aphaena amabilis,16237,13,22,2,37
Ara macao,16970,13,22,2,37
Palaemon sinensis,15955,13,22,2,37
Grammatobothus polyophthalmus,18170,13,22,2,37
Harpalus sinicus,16521,13,22,2,37
Pseudocleopatra dartevellei,15368,13,22,2,37
Xystrocera globosa,15707,13,22,2,37
Ceutorhynchus obstrictus,20124,13,22,2,37
Figulus binodulus,16261,13,22,2,37
Paracolopha morrisoni,16330,13,22,2,37
Microhyla fissipes,16723,13,22,2,37
Sinna extrema,15345,13,22,2,37
Velutinodorcus velutinus,14748,13,22,2,37
Dorcus ursulus,18220,13,22,2,37
Dorcus tenuihirsutus,18505,13,22,2,37
Coleochaete scutata,242024,80,30,5,115
Ceratocystis albifundus,102548,52,30,2,84
Amanita pseudoporphyria,52733,22,25,2,49
Amanita basii,37341,16,25,2,43
Amanita bisporigera,76761,26,27,2,55
Amanita brunnescens,62533,23,28,2,53
Amanita inopinata,59691,21,26,2,49
Amanita muscaria,62233,33,27,2,62
Amanita phalloides,101106,49,27,2,78
Amanita thiersii,137428,43,28,2,73
Macrolepiota fuliginosa,59025,26,24,2,52
Paxillus involutus,39109,19,25,2,46
Paxillus rubicundulus,41061,17,25,2,44
Turbinellus floccosus,62846,16,24,2,42
Rhaphiolepis bibas,434980,41,23,3,67
Russula griseocarnosa,60995,12,3,1,16
Microsporum canis CBS 113480,21449,0,0,0,0
Blastomyces gilchristii SLH14081,7187,0,0,0,0
Blastomyces gilchristii SLH14081,8933,0,0,0,0
Blastomyces gilchristii SLH14081,34670,0,0,0,0
Bombus terrestris lusitanicus,17049,13,22,2,37
Bombus terrestris terrestris,17232,13,22,2,37
Muscicapa griseisticta,17897,13,22,2,37
Ampithoe lacertosa,14607,13,22,2,37
Hypostomus francisci,16541,13,22,2,37
Baltia butleri,15124,13,22,2,37
Pieris naganum,15155,13,22,2,37
Pontia callidice,15109,13,22,2,37
Pontia daplidice,15124,13,22,2,37
Capricornis rubidus,16524,13,22,2,37
Eleginus gracilis,16538,13,22,2,37
Olidiana ritcheriina,15166,13,22,2,37
Hynobius unisacculus,16413,13,22,2,37
Acosmetura nigrogeniculata,16271,13,22,2,37
Creteuchiloglanis kamengensis,16589,13,22,2,37
Glyptothorax annandalei,16541,13,22,2,37
Vespula flaviceps,17489,13,22,2,37
Bipalium kewense,15666,12,22,2,36
Murexia melanurus,17736,13,22,2,37
Lepidotrigla kanagashira,16504,13,22,2,37
Lactarius lactarius,16552,13,22,2,37
Arius maculatus,16710,13,22,2,37
Lebbeus groenlandicus,17399,13,22,2,37
Microphysogobio jeoni,16820,13,22,2,37
Iksookimia yongdokensis,16640,13,22,2,37
Coregonus baicalensis,16735,13,22,2,37
Coregonus migratorius,16737,13,22,2,37
Russula subnigricans,60949,33,25,2,60
Ostreobium quekettii,241739,54,28,3,85
Chlorella vulgaris,87477,35,27,3,65
Scherffelia dubia,78958,34,29,6,69
Morchella importuna,272238,158,31,2,191
Nothobranchius nubaensis,19116,13,23,2,38
Reticulitermes tibialis,14990,13,22,0,35
Plestiodon tunganus,17263,13,22,2,37
Aphis glycines,17954,13,22,2,37
Euchorthippus unicolor,15629,13,22,2,37
Abrus expansivus,15904,13,22,2,37
Dasypogon diadema,16947,13,22,2,37
Reticulitermes lucifugus,16263,13,22,0,35
Daphnia laevis,15246,13,22,2,37
Cottiusculus nihonkaiensis,16612,13,22,2,37
Epicauta impressicornis,15713,13,22,2,37
Gastrophysa polygoni,17277,13,22,2,37
Epicopeia hainesii,15395,13,22,2,37
Hasora badra,15324,13,22,2,37
Microphysogobio rapidus,16603,13,22,2,37
Pseudeuphausia sinica,16192,13,22,2,37
Paramacrosteles nigromaculatus,15011,13,22,2,37
Sterna paradisaea,16708,13,22,2,37
Bombus waltoni,19349,13,22,2,37
